CLASS,nombre,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT8Ring,nT9Ring,nT10Ring,nT11Ring,nT12Ring,nTG12Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,n11HeteroRing,n12HeteroRing,nG12HeteroRing,nFHeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nF11HeteroRing,nF12HeteroRing,nFG12HeteroRing,nTHeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nT11HeteroRing,nT12HeteroRing,nTG12HeteroRing,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,MolLogP
mix,023.mol2,75,39,36,0,22,4,13,0,0,0,0,0,0,0,38,74,67,63,27,7,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983503619804953,6270.09203727323,11573.4253852443,16679.3240030525,0.375920033457336,0.693878563851042,5.52953977287335,0.000110664813168,0.926652107560025,0.272770649903569,0.137797812514901,8.65567122122983,2068.45694692952,110969724423382,-3.83,8.33987176382185,16.8967885535199,14.0494362671005,61.0934936482052,32.8423477666148,54.0960821580301,25.9932852850043,5.49735127159763,2.8373911167842,1.38262470410086,18.0960821580301,8.64936835122119,5.49735127159763,2.8373911167842,1.38262470410086,127.0016,564.545000000002,564.227887212001,39,528.257,8,17,13,8,17,24,222,4,0,0,0,0,0,0,0,0,0,0,0.681818181818182,0,0,271.41,274.041634169501,31.0548594710056,29.5972163783749,24.5100470021462,0,0,0,38.2375494079763,56.8541918389681,20.9704011396801,12.0357849366993,8.42473496764009,27.9223178891039,4.2935989716979,17.9079158638556,108.483383738907,5.72479862893054,20.7460621565074,0,82.3240191929093,12.9937193686319,0,0,0,41.5366347812616,10.6196267065768,114.579125411256,33.5617602885028,0,103.068423017992,0,5.68608347112167,4.2935989716979,0,0,0,0,157.60043549931,0,0,0,0,0,0,30.8543004065164,49.7921216728184,33.5617602885028,0,282.924122578174,92.4897279193306,13.8297807372305,-5.70339638347787,-22.6827162372887,-11.0038075567498,-43.3840106839984,-18.0530337065542,0,0,22,0,0,0,0,0,0,4,0,13,0,39,67,7,0,0,0,0,24,30,17,0,0,0,0,7,6,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46289999999999
c,025.mol2,82,46,36,0,32,4,10,0,0,0,0,0,0,0,49,85,81,58,22,4,4,0,0,27,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.06782621715908,10599.8694171139,16597.8154133582,25480.5114517407,0.415999083738554,0.651392553277194,6.43201946360024,6.14528847143624E-05,0.909365032497228,0.242387083196834,0.131906559856733,2.21093544971445,3125.73531574983,6.25427848186536E+016,-5.66,9.91791113718681,14.8800700866403,7.69650832598619,64.090610979233,36.9920132336455,57.8713372866385,28.8517437110842,7.71818213337329,4.88949780161503,2.85387703644238,21.8713372866385,11.5078267773011,7.71818213337329,4.88949780161503,2.85387703644238,165.2842,636.658000000002,636.243143352001,46,600.37,8,14,11,8,14,20,244,3,3,0,1,0,0,1,3,0,0,4,0.3125,0,0,221.48,314.982417365024,50.9092485378706,14.3836115522155,4.99240473263567,0,0,18.1272561229899,62.2251790672636,49.2903341921576,31.7686985929634,6.08001802694999,43.3386476247095,5.89774534435761,26.3087371314503,0,90.9782473820813,8.58719794339581,15.5195364374272,4.99240473263567,38.0685773165834,25.9874387372638,71.0721228440606,0,34.4970709997034,23.6192845324121,10.6196267065768,105.844590585865,9.53140013787187,0,90.6313352372846,59.3741731016053,2.8236841566564,0,0,0,34.4970709997034,0,208.764030867451,0,0,0,0,0,0,35.6452538792789,53.1582260704482,10.9598329243139,4.79453718407182,305.182980523876,44.7032856736394,22.0888529970141,-4.94646416510357,-18.9814248074778,-17.6340533519604,-20.8849447822744,-25.8615654210464,0,0,32,0,0,0,0,0,0,3,1,9,1,46,59,3,0,13,10,0,20,24,14,0,0,0,0,3,6,6,8,2,19,2,0,0,1,3,0,0,0,0,0,0,2.313
c,026.mol2,85,47,38,0,32,4,11,0,0,0,0,0,0,0,49,87,83,58,20,4,4,0,0,29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01178498447158,12696.0370966884,15990.4814005635,26959.6173154872,0.470927941896082,0.593127165472692,6.51913977598664,4.67175041279143E-05,0.882171680310313,0.216131661302565,0.13044963628335,2.74981107357132,3151.3025683118,6.66200303607987E+017,-5.7,10.1479671512582,16.5641516463572,9.40061397887251,66.9608544672361,38.3057790496185,60.2795855771023,29.707205597048,7.61612006075733,4.69076114623232,2.63501235275489,22.2795855771023,11.5078267773011,7.61612006075733,4.69076114623232,2.63501235275489,167.3472,654.673000000002,654.253708036001,47,616.369,10,15,11,10,15,23,252,4,3,0,0,0,0,0,3,0,0,3,0.3125,0,0,249.22,323.439666729736,56.5910071284661,19.1781487362873,0,0,0,18.1272561229899,62.2251790672636,49.2903341921576,37.8487166199134,6.01789246834965,38.732597234688,7.33837938658414,26.3087371314503,0,97.5565718817885,10.0183976006284,20.8293497907156,0,38.0685773165834,25.9874387372638,71.0721228440606,0,34.4970709997034,23.628718917406,15.9294400598651,112.394032819199,4.79453718407182,0,95.4258724213564,54.3817683689697,4.2355262349846,0,0,0,34.4970709997034,0,214.083278605733,0,0,0,0,0,0,35.7616573377505,51.264404852209,15.7543701083857,4.79453718407182,315.491892761715,55.9274292744748,23.6863821855073,-5.59545825092396,-21.3526970512865,-19.4133886206339,-22.0413279628614,-27.0361656693247,0,0,32,0,0,0,0,0,0,4,0,11,0,47,65,4,0,9,9,0,23,26,15,0,0,0,0,4,7,8,10,0,18,0,0,0,0,3,0,0,0,0,0,0,1.2583
h,027.mol2,123,65,58,0,36,10,18,1,0,0,0,0,0,0,66,124,114,101,43,10,10,0,0,23,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.61234361050331,9583.28815318701,52909.9189449882,56766.1586675339,0.168820444753257,0.932067981821163,7.91017221607144,9.72597261944164E-05,0.985646821855229,0.579111265754007,0.173191557238034,3.93815350541676,4149.98387627552,5.65983527256348E+039,-5.21,14.644539141382,26.065704795169,16.3188764241383,99.0656669528507,54.0829583563607,88.3344262828131,43.0712028894083,10.0903091262851,5.97553387779455,3.24850933684336,31.1509228637408,15.9384315736254,11.1109298524447,7.14409253133824,4.25858739161389,216.2221,952.995000000001,952.379678920182,65,892.514999999999,16,28,20,15,29,37,366,10,0,1,2,0,1,2,0,0,0,2,0.666666666666667,0,0,425.28,457.633774884917,52.5030113444158,49.1903617516341,24.7787275430397,14.5943566457728,0,11.7618849493911,38.2375494079763,70.2029436405798,64.3259551771221,41.9549212569679,17.0151852338329,51.368655706089,1.43119965723263,17.9075995296414,171.995861634243,7.15599828616317,36.4289065880495,5.71971697572627,117.698656303816,33.0253911961464,12.2280782750577,0,0,71.0197425844931,36.7587898505807,213.275773597695,43.1508346566464,0,119.106602231353,12.2280782750577,12.7646514416671,1.43119965723263,0,4.79453718407182,0,11.7618849493911,285.92031138499,0,0,0,0,0,0,41.1726424186675,70.6387163061284,38.3625329976225,19.1781487362873,484.964213999171,138.953003291815,4.00937479489292,-2.06332941345298,-32.6695356411488,-36.8322600280239,-55.1697210200211,-40.4000879336698,0,-1.62499138289528,36,0,0,0,0,1,0,8,2,18,0,65,103,10,0,10,1,0,37,46,28,2,2,0,2,10,8,16,20,1,6,4,0,0,1,1,0,0,0,0,0,0,-8.51880000000003
h,028.mol2,128,68,60,0,37,12,18,1,0,0,0,0,0,0,69,129,118,104,44,11,11,0,0,25,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.47561260084088,7528.69595433148,63978.6890852932,65282.6786177342,0.115324556432742,0.980025489761585,8.29073208568919,0.000130172010625,0.993327864646709,0.697305627584287,0.145841913299757,3.95173777527361,4361.13922089209,1.79662274110984E+042,-5.74,15.3786698824927,27.3051513904559,17.095204895187,102.927474272416,56.387488809001,91.728853473813,44.6364504736582,10.5041693635131,6.19759281251684,3.43486453548393,32.5453500547407,16.6092519668753,11.5247900896728,7.36615146606053,4.44494259025445,228.2335,995.036000000001,994.401476984182,68,932.539999999999,18,30,20,16,31,37,382,11,0,1,2,0,1,2,0,0,0,2,0.648648648648649,0,0,463.66,477.159984446999,58.2227283201421,49.1903617516341,24.7787275430397,14.5943566457728,4.99240473263567,11.7618849493911,38.2375494079763,70.2029436405798,64.3259551771221,41.9549212569679,19.8388693904893,57.2042754918462,1.43119965723263,18.031534312628,174.8195457909,7.15599828616317,36.4289065880495,16.4318386840882,117.698656303816,33.0253911961464,12.2280782750577,0,0,76.9792971532369,42.478506826307,219.235328166439,38.3562974725746,0,119.106602231353,17.2204830076934,15.5883355983235,1.43119965723263,0,9.58907436814364,0,11.7618849493911,297.59958292946,0,0,0,0,0,0,46.1650471513031,70.7208833504444,41.1040501099629,19.1781487362873,502.454299709554,142.063895886385,3.88012442990283,-3.05425439270036,-32.440636284215,-39.2456562828982,-55.5337206786229,-40.6207875361719,0,-1.6699315178999,37,0,0,0,0,1,0,10,2,18,0,68,107,11,0,10,1,0,37,48,30,2,2,0,2,10,9,18,20,1,6,4,0,0,1,1,0,0,0,0,0,0,-8.56820000000003
h,029.mol2,124,65,59,0,36,11,17,1,0,0,0,0,0,0,66,125,115,102,43,10,10,0,0,23,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.77488752987573,13380.9880740336,39627.1883384556,44742.714534501,0.299065182192188,0.885667951771214,7.16513506111673,6.61885315845915E-05,0.954232684831301,0.355530601675973,0.270632062220962,3.94380034546269,4187.54738640013,1.33369017882547E+041,-5.21,14.4010561585287,26.065704795169,16.3188764241383,99.7727737340372,54.6209631588215,89.3733915878492,43.5378991374263,10.1097917788031,5.99014586718308,3.25536843986892,31.1898881687769,15.9579142261435,11.1304125049628,7.15870452072678,4.26544649463945,218.9418,952.011000000001,951.395663332182,65,890.522999999999,17,28,20,16,29,37,366,9,0,1,2,0,1,2,0,0,0,2,0.666666666666667,0,0,432.06,459.620630916545,52.5030113444158,49.1903617516341,25.3864987140414,14.5943566457728,0,11.7618849493911,38.2375494079763,70.2029436405798,64.3259551771221,41.9549212569679,18.4270273121611,57.2042754918462,1.43119965723263,12.0004198002899,168.6131665285,12.5583066412367,36.4289065880495,5.71971697572627,117.698656303816,33.0253911961464,12.2280782750577,0,0,70.9481826408989,36.7587898505807,213.204213654101,38.3562974725746,5.40230835507357,119.106602231353,12.2280782750577,14.1764935199953,1.43119965723263,0,4.79453718407182,0,11.7618849493911,285.848751441396,0,0,0,0,0,0,46.574950773741,70.6797998282864,34.9387543697209,19.1781487362873,494.152521382336,126.539751064654,6.87830824268152,-2.06097631011335,-32.0068605196457,-36.460407829999,-54.9928899827959,-40.2899414839509,0,-1.59283789650073,36,0,0,0,0,1,0,9,2,17,0,65,104,10,0,10,1,0,37,45,28,2,2,0,2,9,9,16,20,1,6,4,0,0,1,1,0,0,0,0,0,0,-8.06813000000003
mix,030.mol2,56,28,28,0,16,4,8,0,0,0,0,0,0,0,28,56,52,48,20,4,4,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.84797045387763,3116.36665000058,3864.06621632439,6404.70938117311,0.486574247874737,0.603316401472166,4.0679928900353,0.000193596090971,0.87363922834608,0.19900555885795,0.203255108789184,4.66224956772878,1451.45344035852,45637257084.1043,-2.28,5.44622888377949,12.2321473470025,9.59640212728337,45.4472292782632,24.4588665120901,41.0548407057107,19.9061679779169,3.88843411076782,1.98158447268545,0.934940345743497,13.0548407057107,6.37874762506153,3.88843411076782,1.98158447268545,0.934940345743497,92.734,404.42,404.190713856001,28,376.196,6,12,8,6,12,4,160,4,0,1,1,0,1,1,0,0,0,1,0.75,0,0,179.74,201.360012007472,20.8372430887912,29.5972163783749,10.1264354499307,0,0,0,12.7458498026588,54.9345216479921,38.8613409842341,0,2.8236841566564,29.3535175463366,0,0,75.6576044674559,2.86239931446527,20.7460621565074,0,50.3975854618763,25.9874387372638,0,0,0,23.628718917406,10.6196267065768,95.4017124972678,19.1781487362873,0,68.3942376437212,0,5.68608347112167,0,0,0,0,0,120.759805273054,0,0,0,0,0,0,20.636684024302,38.7051710213318,19.1781487362873,0,222.23772243086,53.1985995503271,8.19889189880483,0,-12.4284695218001,0,-39.7397817035756,-19.8002959879493,0,0,16,0,0,0,0,0,0,0,4,8,0,28,32,4,0,20,0,0,4,20,12,0,0,0,0,4,4,0,0,0,8,12,0,0,0,0,0,0,0,1,0,0,-2.2696
mix,031.mol2,118,65,53,0,36,11,18,0,0,0,0,0,0,0,66,119,108,94,41,11,11,0,0,25,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54379217420036,9366.34704218296,35478.7694614502,39049.3092047157,0.239859481075068,0.908563305830919,6.72366213600023,9.70029512828264E-05,0.970807617058292,0.447747687157841,0.223042644791423,3.78621371517071,4133.73940581769,4.74351009578281E+035,-7.37,14.8313230061889,26.3005656188757,18.1002679298892,94.4524182987988,52.4189217844308,83.2678187788491,40.2984026914028,9.73286003319653,5.49768308964917,2.96429585752392,30.2678187788491,15.1268879166563,9.73286003319653,5.49768308964917,2.96429585752392,216.4522,927.879000000001,927.357003856002,65,874.454999999999,20,29,20,17,29,24,360,7,1,1,1,0,1,1,1,0,0,2,0.527777777777778,0,0,496.17,443.251132290221,94.826364691748,38.5541650211384,14.3836115522155,0,0,12.4153436089927,37.5765370206441,39.5729901795348,55.6837677996723,27.4363468046216,51.1667696191715,39.7366773478069,11.631978358282,17.9079158638556,152.032871504153,10.0183976006284,37.1686934730186,22.1515556598145,86.5670658305745,32.5464239801801,23.6907076146869,0,11.4990236665678,65.2177285380599,54.3278444001975,189.011324564752,47.8876976104464,0,93.8305704373623,23.1196608556256,18.3539470182666,2.86239931446527,0,0,11.4990236665678,0,273.848794030267,0,0,0,0,0,0,45.4909250241862,70.8658598601719,36.3032774008432,14.3836115522155,445.733448946437,147.279224583139,10.0201345740243,-6.07417571836608,-43.0107901458902,-35.440138520458,-52.0436925057266,-28.3806778798268,0,0,36,0,0,0,0,0,0,6,5,17,1,65,83,11,0,22,3,0,24,47,29,0,0,0,0,10,8,10,12,1,17,7,0,0,0,1,0,0,0,1,0,0,-8.25080000000002
mix,032.mol2,121,66,55,0,36,11,19,0,0,0,0,0,0,0,66,121,110,96,41,11,11,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77176996600551,8600.33310480895,70368.0049383293,70998.2957534318,0.121134359825718,0.991122451484026,8.90350667169006,0.000115242332989,0.992636120071002,0.685562587060973,0.186517135193001,4.98062479537303,4157.58860097142,2.48394877482696E+037,-7.41,15.0604329169981,28.3964568662794,19.9652221763816,97.1595250799853,53.8331353468039,85.6760670693129,41.1148992723305,9.63079796058056,5.35395435036654,2.82127242326985,30.6760670693129,15.1268879166563,9.63079796058056,5.35395435036654,2.82127242326985,220.2148,945.894000000001,945.367568540002,66,890.453999999999,22,30,21,19,30,37,368,7,1,0,0,0,0,0,1,0,0,1,0.527777777777778,0,0,527.4,451.715167235226,100.307118120162,38.5541650211384,14.3836115522155,0,0,12.4153436089927,37.5765370206441,39.5729901795348,62.2427530425886,20.8773615617053,51.1667696191715,41.1678770050396,13.0631780155147,17.9079158638556,157.513624932567,12.8807969150937,37.1686934730186,22.1515556598145,86.5670658305745,32.5464239801801,23.6907076146869,0,11.4990236665678,65.2177285380599,54.3278444001975,200.660140604199,43.1508346566464,0,93.8305704373623,23.1196608556256,18.3539470182666,4.2935989716979,0,0,11.4990236665678,0,273.848794030267,0,0,0,0,0,0,50.9716784526006,75.0990177308074,44.5215932128166,4.79453718407182,449.370561679385,142.682800671095,17.5483435359682,-5.97574747522282,-40.6130599634733,-33.7622039239487,-50.6080014640725,-27.0593597263976,0,0,36,0,0,0,0,0,0,11,0,19,0,66,104,11,0,3,3,0,37,49,30,0,0,0,0,10,10,21,19,0,6,0,0,0,0,1,0,0,0,0,0,0,-8.73070000000002
mix,034.mol2,100,54,46,0,37,6,11,0,0,0,0,0,0,0,56,102,96,71,25,6,6,0,0,31,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32645622792318,13811.8327358153,28430.2426171761,39199.761132558,0.35234481886533,0.72526571070258,7.36452793759828,5.25104614698888E-05,0.935870252021485,0.293761714573428,0.150719363190599,2.59860572645211,3761.9224276471,1.33118025124012E+027,-6.36,11.3294728086871,21.2345281678738,13.3172143654372,79.3560419816215,44.6919416326793,71.6740127681022,35.37677699362,8.44496446578526,4.95656653852704,2.73320368726415,25.6740127681022,13.205040372801,8.44496446578526,4.95656653852704,2.73320368726415,194.5399,750.806000000002,750.322456292001,54,704.438,12,17,12,11,17,26,290,5,3,0,0,0,0,0,3,0,0,3,0.351351351351351,0,0,289.74,375.977385405481,57.8128246977042,23.9726859203591,4.79453718407182,0,0,42.2969309536431,67.9706757303264,44.0402982810253,45.5737920347831,14.8594690933557,30.0572577247766,17.7215391880545,18.9703577448662,5.96930528795185,110.799949518052,7.15599828616317,26.5490667664419,5.71971697572627,62.6641517143546,19.4905790529478,83.1569602593872,0,22.9980473331356,35.5052039347094,32.2687837421682,104.318299977173,25.5510736376167,0,111.122769160998,66.4666057842962,9.8828945482974,1.43119965723263,0,0,22.9980473331356,0,256.083726036703,0,0,0,0,0,0,25.5440409555361,62.2739251880779,20.5489072924575,9.58907436814364,383.185794682415,85.2229797245421,11.0164270848509,-7.49517974480324,-25.1207425959387,-34.5156003471862,-39.2686550522951,-15.2750237515851,0,0,37,0,0,0,0,0,0,6,0,11,0,54,78,6,0,9,9,0,26,28,17,0,0,0,0,6,5,12,13,0,18,0,0,0,0,3,0,0,0,0,0,0,0.749800000000007
mix,035.mol2,104,57,47,0,39,7,11,0,0,0,0,0,0,0,60,107,101,72,25,6,6,0,0,35,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.90259710609142,15343.0942268555,28758.7413239722,36714.7085507117,0.417900477288634,0.783302999239381,7.15261341560307,5.10524792234111E-05,0.908492812895034,0.214358985568776,0.3254321275694,2.16919136476015,4161.71563451242,6.1898803232513E+029,-6.82,12.0933229581841,20.7466728042905,12.3420421506853,82.0880927891904,46.6026252352023,74.1212263636022,36.77120418462,9.26717806128522,5.653780134027,3.24951558332661,27.1212263636022,14.152253968301,9.26717806128522,5.653780134027,3.24951558332661,206.3966,789.843000000002,789.333355324001,57,742.467,13,18,12,12,18,26,304,5,4,0,0,1,0,0,3,0,0,4,0.333333333333333,0,0,305.53,393.331237490637,62.7898279679335,23.9726859203591,4.79453718407182,0,0,30.2120935383165,74.0130944379897,61.1161184239211,45.5737920347831,14.8594690933557,31.4690998031048,17.7215391880545,18.9703577448662,5.96930528795185,112.21179159638,7.15599828616317,31.5260700366711,5.71971697572627,62.6641517143546,19.4905790529478,83.2874367625387,0,22.9980473331356,46.4081288667904,32.2687837421682,109.295303247402,25.5510736376167,0,111.122769160998,66.5970822874477,11.2947366266256,12.3341245893137,0,0,22.9980473331356,0,267.117127471935,4.97700327022925,0,0,0,0,0,25.5440409555361,63.6857672664061,20.5489072924575,9.58907436814364,395.193019721095,85.5638706263637,9.64655390845494,-8.69450451455849,-25.2034057795007,-31.8350237918961,-41.2674948783839,-15.3196819582412,0,0,39,0,0,0,0,0,0,6,1,11,0,57,79,6,0,11,11,0,26,29,18,0,0,0,0,6,5,12,13,0,21,0,0,0,1,3,0,0,0,0,2,1,1.23110000000001
mix,036.mol2,93,50,43,0,35,5,10,0,0,0,0,0,0,0,52,95,90,66,23,5,5,0,0,29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28186756506706,9976.14913217513,29836.3751046726,37469.0598275237,0.26625031901246,0.796293668483126,7.46311716530108,7.9819743864385E-05,0.963903920329077,0.404707602100346,0.133199770042406,2.6574114767109,3477.61368051388,1.94371649004227E+022,-5.83,10.3527079632335,19.2383356200852,11.6972860675413,73.7013414432423,41.6265574917771,66.8185508821384,33.0282256573882,7.9162051036268,4.70347604673452,2.60960929108664,23.8185508821384,12.3037026320691,7.9162051036268,4.70347604673452,2.60960929108664,181.5302,693.754000000002,693.300992576001,50,650.41,11,15,11,10,15,24,268,4,3,0,0,0,0,0,3,0,0,3,0.342857142857143,0,0,260.64,349.263148760294,52.5030113444158,19.1781487362873,4.79453718407182,0,0,42.2969309536431,67.9706757303264,44.0402982810253,36.3354152381267,14.8594690933557,28.6454156464484,11.814359458703,18.9703577448662,5.96930528795185,101.852053143311,7.15599828616317,21.2392534131535,5.71971697572627,62.6641517143546,12.9937193686319,83.1569602593872,0,22.9980473331356,29.5980242053579,26.9589703888798,91.9142605635053,20.7565364535448,0,108.381252048658,66.4666057842962,8.4710524699692,1.43119965723263,0,0,22.9980473331356,0,238.369873269747,0,0,0,0,0,0,25.5440409555361,58.1205659974092,15.7543701083857,9.58907436814364,358.85844640918,71.5672824018007,12.8082282309317,-7.43591217579542,-21.9479934912295,-34.2095499056488,-38.5930583309728,-10.2141098049326,0,0,35,0,0,0,0,0,0,5,0,10,0,50,72,5,0,9,9,0,24,25,15,0,0,0,0,5,5,10,12,0,18,0,0,0,0,3,0,0,0,0,0,0,1.63360000000001
